Time,visa,mastercard,union,bnu,boc,hsbc,jcb
2024-06-12 11:33:52.007373+00:00,111.07231578000001,111.09579000000001,111.02475899999999,111.87,111.71,111.60830000000001,111.59403102854368
2024-06-12 15:32:14.362486+00:00,111.07231578000001,111.09579000000001,111.02475899999999,111.87,111.7,111.59798500000002,111.59403102854368
2024-06-12 19:32:21.610996+00:00,111.07231578000001,111.09579000000001,111.02475899999999,111.87,111.74,111.618615,111.59403102854368
2024-06-13 09:39:30.890620+00:00,111.13910887,111.30146,111.02475899999999,112.02000000000001,111.8,111.69082000000002,111.59403102854368
2024-06-13 11:33:04.929103+00:00,111.13910887,111.30146,111.074086,112.02000000000001,111.78,111.67019,111.81911213986484
2024-06-13 15:32:21.311299+00:00,111.13910887,111.30146,111.074086,112.02000000000001,111.76,111.64956000000001,111.81911213986484
2024-06-13 19:32:16.614730+00:00,111.13910887,111.30146,111.074086,112.02000000000001,111.75,111.63924500000002,111.81911213986484
2024-06-14 09:39:53.492881+00:00,111.09529654999999,111.08353,111.074086,111.92999999999999,111.69,111.59798500000002,111.81911213986484
2024-06-14 11:33:02.771667+00:00,111.09529654999999,111.08353,111.01243300000002,111.92999999999999,111.67,111.58767000000003,111.60016735174732
2024-06-14 15:32:02.741786+00:00,111.09529654999999,111.08353,111.01243300000002,111.92999999999999,111.69,111.56703999999999,111.60016735174732
2024-06-14 19:32:12.233121+00:00,111.09529654999999,111.08353,111.01243300000002,111.92999999999999,111.7,111.57735500000001,111.60016735174732
2024-06-15 11:32:25.879607+00:00,111.03400561000001,111.08507,111.01243300000002,111.92999999999999,111.79,111.59798500000002,111.60016735174732
2024-06-15 15:32:08.222958+00:00,111.03400561000001,111.08507,111.01243300000002,111.92999999999999,111.79,111.59798500000002,111.60016735174732
2024-06-15 19:31:56.655205+00:00,111.03400561000001,111.08507,111.01243300000002,111.92999999999999,111.79,111.59798500000002,111.60016735174732
2024-06-16 09:46:15.380373+00:00,111.03400561000001,111.08507,111.01243300000002,111.92999999999999,111.79,111.59798500000002,111.60016735174732
2024-06-16 15:32:06.426522+00:00,111.03400561000001,111.08507,111.01243300000002,111.92999999999999,111.79,111.59798500000002,111.60016735174732
2024-06-16 19:32:11.961596+00:00,111.03400561000001,111.08507,111.01243300000002,111.92999999999999,111.79,111.59798500000002,111.60016735174732
2024-06-17 09:43:43.291315+00:00,111.03400561000001,111.08507,111.01243300000002,111.92,111.72,111.60830000000001,111.60016735174732
2024-06-17 11:34:40.837639+00:00,111.03400561000001,111.08507,110.96315999999999,111.92,111.74,111.618615,111.58788830933335
2024-06-17 19:32:11.857918+00:00,111.03400561000001,111.08507,110.96315999999999,111.92,111.72,111.60830000000001,111.58788830933335
2024-06-18 09:40:58.552499+00:00,111.02121318,111.02689,110.96315999999999,111.91,111.69,111.556725,111.58788830933335
2024-06-18 11:34:49.176473+00:00,111.02121318,111.02689,111.000111,111.91,111.66,111.54641000000001,111.56788615006235
2024-06-18 15:31:56.427251+00:00,111.02121318,111.02689,111.000111,111.91,111.62,111.50515000000001,111.56788615006235
2024-06-18 19:32:04.802545+00:00,111.02121318,111.02689,111.000111,111.81,111.58,111.46389,111.56788615006235
